time,step-size,{controller}.controller.wt3_valve,{tank1}.tank1.Tank2OutFlow,{tank2}.tank2.level
2.010000000000001,0.01,false,0.0,0.0
2.020000000000001,0.01,false,0.0,0.0
2.0300000000000007,0.01,false,0.0,0.0
2.0400000000000005,0.01,false,0.0,0.0
2.0500000000000003,0.01,false,0.0,0.0
2.06,0.01,false,0.0,0.0
2.07,0.01,false,0.0,0.0
2.0799999999999996,0.01,false,0.0,0.0
2.0899999999999994,0.01,false,0.0,0.0
2.099999999999999,0.01,false,0.0,0.0
2.109999999999999,0.01,false,0.0,0.0
2.1199999999999988,0.01,false,0.0,0.0
2.1299999999999986,0.01,false,0.0,0.0
2.1399999999999983,0.01,false,0.0,0.0
2.149999999999998,0.01,false,2.4332244865995375E-4,0.0
2.159999999999998,0.01,false,2.4332244865995375E-4,0.0
2.1699999999999977,0.01,false,9.89689671113703E-4,4.0553741443325625E-6
2.1799999999999975,0.01,false,9.89689671113703E-4,4.0553741443325625E-6
2.1899999999999973,0.01,false,0.0020797603079314403,2.1361276825094122E-5
2.199999999999997,0.01,false,0.0020797603079314403,2.1361276825094122E-5
2.209999999999997,0.01,false,0.0034081467630108315,5.9322914194330465E-5
2.2199999999999966,0.01,false,0.0034081467630108315,5.9322914194330465E-5
2.2299999999999964,0.01,false,0.004839730346461802,1.2305789460428246E-4
2.239999999999996,0.01,false,0.004839730346461802,1.2305789460428246E-4
2.249999999999996,0.01,false,0.006155906507898611,2.1508055625534857E-4
2.259999999999996,0.01,false,0.006155906507898611,2.1508055625534857E-4
2.2699999999999956,0.01,false,0.007224609044947375,3.338114325418648E-4
2.2799999999999954,0.01,false,0.007224609044947375,3.338114325418648E-4
2.289999999999995,0.01,false,0.008048790710501985,4.747412716506497E-4
2.299999999999995,0.01,false,0.008048790710501985,4.747412716506497E-4
2.3099999999999947,0.01,false,0.008668655426846136,6.329698136421741E-4
2.3199999999999945,0.01,false,0.008668655426846136,6.329698136421741E-4
2.3299999999999943,0.01,false,0.009195007514689192,8.042767064579497E-4
2.339999999999994,0.01,false,0.009195007514689192,8.042767064579497E-4
2.349999999999994,0.01,false,0.009837474065775538,9.864223497922566E-4
2.3599999999999937,0.01,false,0.009837474065775538,9.864223497922566E-4
2.3699999999999934,0.01,false,0.010724876368876974,0.0011810302759374795
2.3799999999999932,0.01,false,0.010724876368876974,0.0011810302759374795
2.389999999999993,0.01,false,0.0118531423886088,0.0013925697956380142
2.399999999999993,0.01,false,0.0118531423886088,0.0013925697956380142
2.4099999999999926,0.01,false,0.01318172436057965,0.0016258717566777507
2.4199999999999924,0.01,false,0.01318172436057965,0.0016258717566777507
2.429999999999992,0.01,false,0.014599747401395104,0.0018850776373161076
2.439999999999992,0.01,false,0.014599747401395104,0.0018850776373161076
2.4499999999999917,0.01,false,0.015897602807394065,0.0021723458418746247
2.4599999999999915,0.01,false,0.015897602807394065,0.0021723458418746247
2.4699999999999913,0.01,false,0.01694651079575002,0.0024859717133358427
2.479999999999991,0.01,false,0.01694651079575002,0.0024859717133358427
2.489999999999991,0.01,false,0.01775058590545915,0.0028214055692896566
2.4999999999999907,0.01,false,0.01775058590545915,0.0028214055692896566
2.5099999999999905,0.01,false,0.01835041305866962,0.0031737370370331424
2.5199999999999902,0.01,false,0.01835041305866962,0.0031737370370331424
2.52999999999999,0.01,false,0.018856898037045808,0.0035387458743624998
2.53999999999999,0.01,false,0.018856898037045808,0.0035387458743624998
2.5499999999999896,0.01,false,0.019479674933696626,0.003914195551842162
2.5599999999999894,0.01,false,0.019479674933696626,0.003914195551842162
2.569999999999989,0.01,false,0.02034754450682651,0.004301713127527258
2.579999999999989,0.01,false,0.02034754450682651,0.004301713127527258
2.5899999999999888,0.01,false,0.021456409793290526,0.0047057711190866885
2.5999999999999885,0.01,false,0.021456409793290526,0.0047057711190866885
2.6099999999999883,0.01,false,0.022765700875970435,0.005131203097330952
2.619999999999988,0.01,false,0.022765700875970435,0.005131203097330952
2.629999999999988,0.01,false,0.024164525050701106,0.005582152811241428
2.6399999999999877,0.01,false,0.024164525050701106,0.005582152811241428
2.6499999999999875,0.01,false,0.025443259862204286,0.006060780565006348
2.6599999999999873,0.01,false,0.025443259862204286,0.006060780565006348
2.669999999999987,0.01,false,0.026473115116286795,0.006565383312878757
2.679999999999987,0.01,false,0.026473115116286795,0.006565383312878757
2.6899999999999866,0.01,false,0.027258197539113026,0.007091412764357551
2.6999999999999864,0.01,false,0.027258197539113026,0.007091412764357551
2.709999999999986,0.01,false,0.027839086212719685,0.0076339597737303914
